,streams_ix_x,album_artist,os,p_os,streams_ix_y,access,p_access,streams_ix,country,p_country,p_avg
8419,2248,Tequila Curtis,Browser,1.710087964491359e-273,2248,premium,2.097000266682209e-31,2248,59,0.0,6.990000888940697e-32
8416,2248,Tequila Curtis,Linux,2.34292337710274e-46,2248,premium,2.097000266682209e-31,2248,59,0.0,6.990000888940705e-32
8417,2248,Tequila Curtis,Browser,1.710087964491359e-273,2248,premium,2.097000266682209e-31,2248,48,1.7939508003682443e-38,6.990001486924298e-32
8414,2248,Tequila Curtis,Linux,2.34292337710274e-46,2248,premium,2.097000266682209e-31,2248,48,1.7939508003682443e-38,6.990001486924305e-32
2444,1854,Dinah Horner,Android,6.306735853081629e-39,1854,free,2.5341838737424963e-31,1854,14,0.0,8.447279789366182e-32
2445,1854,Dinah Horner,Android,6.306735853081629e-39,1854,free,2.5341838737424963e-31,1854,54,1.4919723330629113e-96,8.447279789366182e-32
4184,625,Luetta Stern,iOS,1.26553666007276e-40,625,premium,7.993316684256544e-57,625,1,2.554576279815865e-31,8.51525427027134e-32
4164,625,Luetta Stern,Mac,2.07681791148605e-33,625,premium,7.993316684256544e-57,625,1,2.554576279815865e-31,8.584481529769086e-32
6838,1570,Thu Hillman,Android,5.10356805917614e-33,1570,free,1.3081585336184964e-44,1570,50,2.585976663171376e-31,8.79004114587756e-32
10429,658,Dominick Shockley,Browser,0.0,658,free,8.950189712573407e-77,658,31,2.702351601367825e-31,9.007838671226084e-32
10993,1716,Amee Lee,Browser,0.0,1716,free,0.0,1716,30,3.0250964043213707e-31,1.0083654681071235e-31
10139,1022,Alva Swanson,iOS,8.71934512709654e-39,1022,premium,3.2681815213291947e-31,1022,23,5.193266177924937e-189,1.0893938695075486e-31
522,1368,Tessie Hankins,Windows,0.0,1368,free,1.4033709995336748e-54,1368,35,3.3313649168167962e-31,1.1104549722722655e-31
9098,1530,Duncan Zepeda,other,2.326082272519789e-210,1530,premium,2.055221223458949e-180,1530,23,3.5032013538485427e-31,1.167733784616181e-31
10191,819,Fumiko Girard,iOS,4.20919724452617e-31,819,premium,7.284349589395037e-60,819,52,0.0,1.40306574817539e-31
10,1873,Mireille Frazier,Windows,0.0,1873,premium,2.928085021567678e-116,1873,44,4.626864700067459e-31,1.5422882333558197e-31
11112,17,Gisela Barnard,Browser,0.0,17,free,0.0,17,26,7.258065539414342e-31,2.4193551798047805e-31
6051,1633,Clint Middleton,iOS,7.266126228826908e-31,1633,premium,2.004649015707135e-39,1633,59,4.9405175646756294e-223,2.4220420829577994e-31
271,2059,Marilu Tucker,Windows,0.0,2059,premium,3.3949012937148893e-301,2059,15,7.465559487036654e-31,2.488519829012218e-31
311,2059,Marilu Tucker,Mac,2.30092551784527e-42,2059,premium,3.3949012937148893e-301,2059,15,7.465559487036654e-31,2.4885198290198876e-31
10426,658,Dominick Shockley,Browser,0.0,658,free,8.950189712573407e-77,658,37,8.352436545798079e-31,2.7841455152660263e-31
5017,519,Evelina Tanner,Mac,0.0,519,free,3.077118050522322e-166,519,59,8.437467715753734e-31,2.812489238584578e-31
6892,668,Creola Roberts,Android,8.48388455963369e-31,668,free,9.076325663356796e-47,668,29,5.124301608607955e-153,2.827961519877897e-31
6891,668,Creola Roberts,Android,8.48388455963369e-31,668,free,9.076325663356796e-47,668,48,8.644775979558471e-182,2.827961519877897e-31
6889,668,Creola Roberts,Android,8.48388455963369e-31,668,free,9.076325663356796e-47,668,47,4.452537136185853e-75,2.827961519877897e-31
8011,1175,Millicent Napier,iOS,8.7337021083981e-31,1175,free,2.2781674397624563e-91,1175,59,5.414490216374619e-290,2.9112340361327e-31
7228,1464,Loraine Meredith,iOS,8.95230902080993e-31,1464,premium,4.362999505384389e-136,1464,44,0.0,2.984103006936643e-31
6904,1755,Charline Fenton,Android,9.87647975160393e-31,1755,free,3.231610839117781e-40,1755,10,4.1075442617006076e-36,3.2921736100927196e-31
5902,2009,Pearl Littlejohn,iOS,5.577178888166609e-64,2009,premium,1.13121699377608e-30,2009,59,2.751093507115606e-106,3.7707233125869332e-31
7633,369,Lanelle Mcdonald,iOS,9.5613812096765e-39,369,premium,3.814932996085131e-177,369,40,1.2542078488016745e-30,4.1806928612101855e-31
7611,369,Lanelle Mcdonald,other,1.89337482901071e-37,369,premium,3.814932996085131e-177,369,40,1.2542078488016745e-30,4.180693460463858e-31
1816,326,Lucila Knox,Windows,1.2933936198087798e-30,326,premium,1.2628068597073216e-77,326,3,2.748369055516218e-130,4.311312066029266e-31
1815,326,Lucila Knox,Windows,1.2933936198087798e-30,326,premium,1.2628068597073216e-77,326,48,2.4778576289117174e-148,4.311312066029266e-31
1817,326,Lucila Knox,Windows,1.2933936198087798e-30,326,premium,1.2628068597073216e-77,326,59,6.328081036668109e-277,4.311312066029266e-31
446,763,Ashton Hardin,Android,1.934943988788e-311,763,free,0.0,763,13,1.324165516143324e-30,4.4138850538110805e-31
408,763,Ashton Hardin,Windows,0.0,763,free,0.0,763,13,1.324165516143324e-30,4.4138850538110805e-31
484,763,Ashton Hardin,other,2.516563380561829e-295,763,free,0.0,763,13,1.324165516143324e-30,4.4138850538110805e-31
6302,7,Sharron Camp,Android,2.02753817109038e-105,7,premium,0.0,7,26,1.3425215430666776e-30,4.475071810222258e-31
6318,7,Sharron Camp,other,1.425204785829e-47,7,premium,0.0,7,26,1.3425215430666776e-30,4.475071810222258e-31
9219,242,Torie Shelton,other,2.8053847213632893e-98,242,premium,4.8361699033283255e-223,242,8,1.6186156509771825e-30,5.395385503257275e-31
6438,1426,Alethia Milton,Android,4.3751232233198787e-75,1426,premium,5.599835973e-315,1426,56,1.6225028167395023e-30,5.408342722465007e-31
6468,1426,Alethia Milton,other,3.0205813539889887e-284,1426,premium,5.599835973e-315,1426,56,1.6225028167395023e-30,5.408342722465007e-31
10192,177,Dessie Redding,iOS,1.77609068649665e-30,177,premium,1.2543276203726295e-95,177,44,0.0,5.920302288322166e-31
10984,1716,Amee Lee,Browser,0.0,1716,free,0.0,1716,5,1.9179560016558703e-30,6.393186672186234e-31
6905,383,Shirlene Haines,Android,2.11047473820102e-30,383,free,8.857224716246626e-54,383,32,0.0,7.0349157940034e-31
5168,712,Latashia Alexander,Mac,1.6201944017352998e-46,712,premium,2.301820998501131e-30,712,52,1.295214909548562e-171,7.672736661670437e-31
810,1120,Walton Wilcox,Windows,7.979958696738609e-164,1120,premium,2.4445688189290587e-30,1120,52,4.215395086442178e-119,8.148562729763529e-31
1527,2299,Delia Shockley,other,0.0,2299,premium,2.068036961081922e-145,2299,58,2.801000533764594e-30,9.336668445881981e-31
1504,2299,Delia Shockley,Mac,0.0,2299,premium,2.068036961081922e-145,2299,58,2.801000533764594e-30,9.336668445881981e-31
1481,2299,Delia Shockley,Windows,6.48646460088052e-39,2299,premium,2.068036961081922e-145,2299,58,2.801000533764594e-30,9.33666846750353e-31
5005,1029,Shay Lucas,Mac,0.0,1029,premium,2.818418631198357e-30,1029,43,3.2938651606894393e-144,9.39472877066119e-31
6150,305,Minh Beverly,Android,0.0,305,free,0.0,305,53,2.8515782157028086e-30,9.505260719009362e-31
5001,233,Michiko Pickens,Mac,0.0,233,premium,3.0764352784156845e-30,233,43,3.9532840494235147e-147,1.0254784261385615e-30
5114,2235,Birdie Sisk,iOS,3.27561099229457e-30,2235,premium,3.4798637431197796e-32,2235,59,0.0,1.1034698765752559e-30
7710,582,Jacquelynn Bryant,iOS,3.7778216854627294e-30,582,premium,8.194178190909889e-106,582,44,0.0,1.259273895154243e-30
891,1626,Jarrod Mcmanus,Windows,1.9093510416297993e-92,1626,premium,4.323917951413496e-30,1626,59,2.1481247115302676e-75,1.4413059838044986e-30
9605,1637,Alexander Fulton,iOS,4.1206102266874104e-35,1637,premium,2.524337749902092e-30,1637,45,3.424120194089056e-30,1.9828330500311385e-30
1537,2299,Delia Shockley,other,0.0,2299,premium,2.068036961081922e-145,2299,33,6.206137029268377e-30,2.068712343089459e-30
1514,2299,Delia Shockley,Mac,0.0,2299,premium,2.068036961081922e-145,2299,33,6.206137029268377e-30,2.068712343089459e-30
1491,2299,Delia Shockley,Windows,6.48646460088052e-39,2299,premium,2.068036961081922e-145,2299,33,6.206137029268377e-30,2.068712345251614e-30
6911,1101,Consuelo Hutton,Android,6.74126939918217e-30,1101,free,1.2550279490498081e-179,1101,59,1.7545968066492987e-91,2.2470897997273898e-30
6907,1101,Consuelo Hutton,Android,6.74126939918217e-30,1101,free,1.2550279490498081e-179,1101,47,7.353723653440141e-38,2.247089824239802e-30
6141,305,Minh Beverly,Android,0.0,305,free,0.0,305,46,6.767083654373725e-30,2.255694551457908e-30
1625,1320,Rocio Escobedo,other,1.4405821922147e-47,1320,premium,3.2719512047858175e-66,1320,13,7.059282444816529e-30,2.3530941482721763e-30
1604,1320,Rocio Escobedo,Windows,5.871839059601401e-38,1320,premium,3.2719512047858175e-66,1320,13,7.059282444816529e-30,2.353094167844973e-30
7645,369,Lanelle Mcdonald,iOS,9.5613812096765e-39,369,premium,3.814932996085131e-177,369,11,7.0764633395482e-30,2.3588211163698606e-30
7623,369,Lanelle Mcdonald,other,1.89337482901071e-37,369,premium,3.814932996085131e-177,369,11,7.0764633395482e-30,2.3588211762952277e-30
1646,1320,Rocio Escobedo,iOS,7.73354822479735e-32,1320,premium,3.2719512047858175e-66,1320,13,7.059282444816529e-30,2.3788726423548337e-30
5028,1825,Rocco Burks,Mac,5.593810487543647e-273,1825,premium,7.285746431313741e-30,1825,21,2.75e-321,2.428582143771247e-30
6379,1370,Freeman Burkhart,Android,1.7059577078157194e-88,1370,free,5.493221117695351e-176,1370,36,7.399517923842731e-30,2.4665059746142436e-30
6384,1370,Freeman Burkhart,other,9.372984406912819e-36,1370,free,5.493221117695351e-176,1370,36,7.399517923842731e-30,2.466509098942379e-30
1857,996,Gerry Trent,Windows,7.75639543445296e-30,996,premium,0.0,996,52,0.0,2.5854651448176532e-30
6909,1101,Consuelo Hutton,Android,6.74126939918217e-30,1101,free,1.2550279490498081e-179,1101,17,1.0290385377866056e-30,2.5901026456562586e-30
1818,326,Lucila Knox,Android,8.40052973517039e-30,326,premium,1.2628068597073216e-77,326,48,2.4778576289117174e-148,2.80017657839013e-30
1819,326,Lucila Knox,Android,8.40052973517039e-30,326,premium,1.2628068597073216e-77,326,3,2.748369055516218e-130,2.80017657839013e-30
1820,326,Lucila Knox,Android,8.40052973517039e-30,326,premium,1.2628068597073216e-77,326,59,6.328081036668109e-277,2.80017657839013e-30
6930,907,Wenona Ames,Android,1.0319594678169598e-29,907,free,2.7568672585308806e-37,907,41,2.90149630508469e-66,3.439864984618775e-30
6925,907,Wenona Ames,Android,1.0319594678169598e-29,907,free,2.7568672585308806e-37,907,29,5.074289409803102e-181,3.439864984618775e-30
6924,907,Wenona Ames,Android,1.0319594678169598e-29,907,free,2.7568672585308806e-37,907,48,5.983107149657029e-181,3.439864984618775e-30
6936,2219,Tamara Carmichael,Android,1.0490708760689998e-29,2219,free,1.7772356542254276e-50,2219,48,9.481853591377757e-81,3.4969029202299995e-30
6937,2219,Tamara Carmichael,Android,1.0490708760689998e-29,2219,free,1.7772356542254276e-50,2219,29,2.9485755961133574e-103,3.4969029202299995e-30
9365,268,Dinah Randle,other,1.09929136986886e-29,268,premium,9.078062396725926e-73,268,59,5.406797871854433e-173,3.6643045662295336e-30
11102,2228,Fe Jarrett,Browser,0.0,2228,free,0.0,2228,59,1.1488175352542989e-29,3.829391784180996e-30
8144,2085,Carlene Hamby,iOS,4.093148864106579e-34,2085,premium,8.431854432881719e-40,2085,8,1.1899603504027473e-29,3.966670939919023e-30
5007,89,Rolf Frye,Mac,0.0,89,premium,1.2124237830177353e-29,89,43,3.080615078626417e-118,4.041412610059118e-30
1462,2071,Morris Stovall,other,1.3376659320276695e-115,2071,free,1.7063416559766812e-283,2071,10,1.240031991768564e-29,4.13343997256188e-30
1426,2071,Morris Stovall,Windows,6.62473933738209e-43,2071,free,1.7063416559766812e-283,2071,10,1.240031991768564e-29,4.133439972562101e-30
8134,588,Adah Sanders,iOS,1.39804976454617e-29,588,premium,2.4581324280080974e-150,588,44,0.0,4.660165881820567e-30
7454,784,Raguel Rouse,iOS,1.4817151339452598e-29,784,premium,1.390650454869757e-136,784,52,0.0,4.9390504464842e-30
10725,1135,Luanna Flood,Browser,0.0,1135,free,0.0,1135,26,1.6184488537310518e-29,5.394829512436839e-30
10925,997,Ashleigh Mccain,Browser,0.0,997,free,0.0,997,26,1.685528941403109e-29,5.61842980467703e-30
5036,2036,Coletta Louis,Mac,1.0194479932512194e-251,2036,premium,1.6921627900343485e-29,2036,21,0.0,5.6405426334478285e-30
9640,199,Madalyn Pendleton,iOS,1.9614043613391196e-29,199,premium,8.151953212838001e-67,199,52,0.0,6.538014537797065e-30
11210,124,Lindsey Stanford,Browser,0.0,124,free,0.0,124,5,2.084982146281213e-29,6.949940487604043e-30
11269,690,Tracey Lackey,Browser,0.0,690,free,0.0,690,5,2.291597009061515e-29,7.638656696871716e-30
3657,1948,Star Donahue,Browser,9.532283256364198e-122,1948,premium,2.341961831588389e-29,1948,59,0.0,7.806539438627963e-30
10194,1181,Ronald Shockley,iOS,2.7594246226553697e-29,1181,premium,1.4228947405050586e-56,1181,52,0.0,9.198082075517899e-30
6575,734,Micheline Battle,iOS,2.9337611022543397e-29,734,premium,3.6663794923107823e-249,734,44,0.0,9.779203674181132e-30
6641,2233,Lera Ortega,Android,4.617749067968509e-51,2233,free,1.0585821577664705e-40,2233,41,3.2363453710491213e-29,1.0787817903532357e-29
6956,1069,Dawn Barlow,Android,3.5078774677369893e-29,1069,free,2.3830766902496e-41,1069,41,1.3935707723576382e-60,1.1692924892464576e-29
6950,1069,Dawn Barlow,Android,3.5078774677369893e-29,1069,free,2.3830766902496e-41,1069,29,1.3875884136894438e-70,1.1692924892464576e-29
6949,1069,Dawn Barlow,Android,3.5078774677369893e-29,1069,free,2.3830766902496e-41,1069,48,9.26897778411409e-227,1.1692924892464576e-29
9209,1757,Kaila Vann,other,1.2001403305448596e-102,1757,premium,1.1097576222480921e-57,1757,59,3.5914323277570363e-29,1.1971441092523454e-29
7225,1466,Josefa Holder,iOS,7.33622227426045e-42,1466,premium,1.424602229961733e-72,1466,23,4.073566295676181e-29,1.357855431892305e-29
863,2215,Kenya Soto,Windows,3.6129166789510887e-121,2215,premium,4.6799416913420935e-29,2215,21,2.57097e-319,1.559980563780698e-29
10946,350,Arianne Fountain,Browser,0.0,350,free,0.0,350,43,4.8657067604354756e-29,1.6219022534784919e-29
7479,1061,Ocie Zapata,iOS,1.63652848672306e-29,1061,premium,3.229671272230365e-29,1061,59,5.373876018910256e-38,1.6220665881091003e-29
11044,65,Shaunte Easley,Browser,0.0,65,free,0.0,65,5,4.900034840085134e-29,1.6333449466950447e-29
10900,963,Tatyana Alvarado,Browser,0.0,963,free,2.313571122838463e-238,963,1,5.378988114956355e-29,1.792996038318785e-29
8980,346,Tamisha Galloway,other,0.0,346,premium,0.0,346,7,6.173057284777546e-29,2.0576857615925155e-29
6149,305,Minh Beverly,Android,0.0,305,free,0.0,305,7,7.59098547659259e-29,2.53032849219753e-29
1864,1121,Orval Romano,Windows,8.75349595784179e-29,1121,premium,1.9201343010710757e-137,1121,3,3.96282952931608e-306,2.9178319859472637e-29
1863,1121,Orval Romano,Windows,8.75349595784179e-29,1121,premium,1.9201343010710757e-137,1121,48,1.5601162805498153e-93,2.9178319859472637e-29
1865,1121,Orval Romano,Windows,8.75349595784179e-29,1121,premium,1.9201343010710757e-137,1121,59,5.901729131122353e-91,2.9178319859472637e-29
8893,1446,Angella Rosenthal,other,0.0,1446,free,0.0,1446,7,9.356838485096168e-29,3.118946161698723e-29
9118,1785,Genia Mosher,other,1.986738739789129e-200,1785,premium,4.975931784936987e-62,1785,28,1.1226381139304786e-28,3.7421270464349284e-29
6341,2306,Cecil Sams,Android,2.9640418447193495e-105,2306,premium,1.1827965266454346e-28,2306,32,0.0,3.9426550888181153e-29
1879,1257,Alfonso Caudill,Windows,1.1970012073284998e-28,1257,premium,2.1394446672261188e-84,1257,3,1.467640677687474e-135,3.9900040244283325e-29
1878,1257,Alfonso Caudill,Windows,1.1970012073284998e-28,1257,premium,2.1394446672261188e-84,1257,48,6.124495552322859e-52,3.9900040244283325e-29
1880,1257,Alfonso Caudill,Windows,1.1970012073284998e-28,1257,premium,2.1394446672261188e-84,1257,59,1.649309003300027e-120,3.9900040244283325e-29
6984,276,Antionette Larsen,Android,1.39713794302394e-28,276,free,7.445013819954943e-32,276,40,1.6083800649736763e-71,4.659608148019785e-29
6985,276,Antionette Larsen,Android,1.39713794302394e-28,276,free,7.445013819954943e-32,276,33,6.193077744724352e-41,4.659608148021849e-29
6980,276,Antionette Larsen,Android,1.39713794302394e-28,276,free,7.445013819954943e-32,276,47,2.5889497378445677e-39,4.659608148106083e-29
6982,276,Antionette Larsen,Android,1.39713794302394e-28,276,free,7.445013819954943e-32,276,48,6.571262512323359e-38,4.6596081502102055e-29
7128,2273,Mirna Stewart,iOS,1.44749116520926e-28,2273,free,1.4644225425320992e-102,2273,59,0.0,4.824970550697533e-29
6394,1824,Phoebe Mcgrath,Browser,1.4775278794777699e-28,1824,premium,1.8233190111280225e-85,1824,59,0.0,4.9250929315925665e-29
6393,1824,Phoebe Mcgrath,Browser,1.4775278794777699e-28,1824,premium,1.8233190111280225e-85,1824,48,3.585317953974745e-113,4.9250929315925665e-29
9245,2000,Olive Watt,other,4.27599719097871e-57,2000,premium,1.6390258560834318e-28,2000,59,5.975589805090167e-117,5.463419520278106e-29
10198,16,Venus Hopkins,iOS,1.7590114653137502e-28,16,free,7.918685596018261e-56,16,52,2.895341009460748e-71,5.863371551045834e-29
8675,789,Alec Bailey,other,0.0,789,premium,0.0,789,23,1.795885579857027e-28,5.98628526619009e-29
792,118,Cherlyn Garland,Windows,5.299866013419028e-179,118,premium,2.9767503787254664e-44,118,15,1.9181020897222493e-28,6.393673632407499e-29
11149,1950,Darlena Cardwell,Browser,0.0,1950,free,0.0,1950,26,1.9542639635212224e-28,6.514213211737408e-29
4179,625,Luetta Stern,iOS,1.26553666007276e-40,625,premium,7.993316684256544e-57,625,18,2.0937431988485617e-28,6.979143996166091e-29
4159,625,Luetta Stern,Mac,2.07681791148605e-33,625,premium,7.993316684256544e-57,625,18,2.0937431988485617e-28,6.979213223425588e-29
6990,2132,Sherry Ford,Android,2.2806211067792498e-28,2132,premium,1.0782726572770302e-29,2132,52,2.093377326338523e-163,7.961494575023176e-29
6537,1,Yukiko Stamper,Android,6.526755213707709e-72,1,free,6.833499393976576e-48,1,26,2.404001382681113e-28,8.013337942270377e-29
6991,887,Mona Salas,Android,2.41909470829314e-28,887,premium,6.104669715586116e-66,887,52,0.0,8.0636490276438e-29
5940,496,Vernice Dove,iOS,2.43866230606772e-28,496,premium,2.0821864003820115e-54,496,44,3.391595886394662e-50,8.128874353559066e-29
10570,598,Judie Friedman,Browser,0.0,598,free,0.0,598,26,2.688557881274006e-28,8.961859604246686e-29
9072,500,Cecily Brantley,other,7.457366580757276e-253,500,premium,1.0213950997363346e-35,500,56,3.134139548839741e-28,1.0447132169930838e-28
6993,1330,Jed Arroyo,Android,3.2252485044712997e-28,1330,premium,3.003092179645893e-277,1330,52,0.0,1.0750828348237666e-28
5251,777,Kareen Bassett,iOS,3.3749091499192396e-28,777,premium,6.266465378135816e-49,777,45,0.0,1.1249697166397466e-28
5253,777,Kareen Bassett,iOS,3.3749091499192396e-28,777,premium,6.266465378135816e-49,777,3,3.697531470398955e-228,1.1249697166397466e-28
9375,766,Dulce Rivera,other,3.93830862062558e-28,766,premium,1.0466488564300468e-81,766,52,6.635499695115841e-138,1.3127695402085267e-28
9377,766,Dulce Rivera,other,3.93830862062558e-28,766,premium,1.0466488564300468e-81,766,16,1.292261715539494e-134,1.3127695402085267e-28
6923,907,Wenona Ames,Android,1.0319594678169598e-29,907,free,2.7568672585308806e-37,907,47,4.017369566227722e-28,1.3735218385887617e-28
10201,1896,Ellan Jimenez,iOS,4.35762186574891e-28,1896,premium,2.9509212466050314e-62,1896,52,0.0,1.4525406219163033e-28
9094,1530,Duncan Zepeda,other,2.326082272519789e-210,1530,premium,2.055221223458949e-180,1530,8,4.396708149605143e-28,1.4655693832017144e-28
6359,873,Thora Deleon,Android,1.4539710502141196e-95,873,premium,5.572200628573747e-28,873,52,6.607820365050574e-279,1.8574002095245822e-28
5766,1768,Araceli Anders,Android,2.6279149867821394e-67,1768,premium,5.452904299193322e-200,1768,30,6.1827804200210025e-28,2.0609268066736675e-28
1933,790,Taylor Moreno,Android,5.27853290566807e-28,790,premium,1.2359769356995326e-28,790,59,3.6795559480835364e-30,2.1837684669494793e-28
1931,790,Taylor Moreno,Android,5.27853290566807e-28,790,premium,1.2359769356995326e-28,790,49,4.024854347235017e-30,2.1849194616133178e-28
1936,790,Taylor Moreno,Android,5.27853290566807e-28,790,premium,1.2359769356995326e-28,790,7,8.494458218807556e-30,2.199818141185226e-28
10202,864,Ta Reeder,iOS,8.48603083616413e-28,864,premium,4.0141308606100867e-53,864,52,1.8432748617420455e-235,2.8286769453880435e-28
6913,1101,Consuelo Hutton,Android,6.74126939918217e-30,1101,free,1.2550279490498081e-179,1101,10,9.394190809259915e-28,3.1538678344172454e-28
8511,529,Lynnette Norris,iOS,1.36898269749484e-27,529,premium,3.259870546563667e-51,529,44,0.0,4.563275658316133e-28
10603,1538,Jaye Velasco,Browser,0.0,1538,free,0.0,1538,30,1.4520425204400487e-27,4.840141734800162e-28
6801,1866,Janina Agee,Android,5.15148805753701e-34,1866,free,1.5083554722240447e-27,1866,48,4.5230521893357476e-61,5.027853291242835e-28
6802,1866,Janina Agee,Android,5.15148805753701e-34,1866,free,1.5083554722240447e-27,1866,29,9.18057346628872e-131,5.027853291242835e-28
6804,1866,Janina Agee,Android,5.15148805753701e-34,1866,free,1.5083554722240447e-27,1866,41,2.5203148412778925e-30,5.036254340713761e-28
2640,2087,Cyrus Ramey,iOS,0.0,2087,premium,0.0,2087,39,1.8981081196031356e-27,6.327027065343785e-28
2544,2087,Cyrus Ramey,Mac,2.416184206733319e-189,2087,premium,0.0,2087,39,1.8981081196031356e-27,6.327027065343785e-28
2592,2087,Cyrus Ramey,other,0.0,2087,premium,0.0,2087,39,1.8981081196031356e-27,6.327027065343785e-28
6623,114,Kena Jernigan,Android,3.4219492432732e-55,114,free,1.578670242476669e-73,114,41,2.5083707618562658e-27,8.361235872854219e-28
10688,1700,Juli Mcmahan,Browser,0.0,1700,free,0.0,1700,26,2.7036116811132798e-27,9.012038937044265e-28
10038,1520,Bari Andrade,iOS,5.529539282681069e-181,1520,free,3.1241030071749712e-27,1520,16,0.0,1.0413676690583237e-27
10672,613,Malia Stover,Browser,0.0,613,free,0.0,613,36,3.2568898242915685e-27,1.0856299414305228e-27
7914,595,Emery Lusk,iOS,3.2768691122237696e-27,595,premium,3.7941987055436624e-62,595,52,0.0,1.0922897040745898e-27
8671,789,Alec Bailey,other,0.0,789,premium,0.0,789,59,3.859312276449155e-27,1.2864374254830516e-27
10583,1502,Heather Huddleston,Browser,0.0,1502,free,0.0,1502,5,4.184789422992069e-27,1.3949298076640229e-27
1700,42,Georgianna Echols,Windows,7.86804772295982e-34,42,premium,1.9048772020761813e-55,42,59,4.505433149815321e-27,1.5018113122066979e-27
10806,419,Carson Mayer,Browser,0.0,419,free,0.0,419,36,4.6476819216140675e-27,1.5492273072046892e-27
5048,975,Hershel Thomas,Mac,2.1513571901443593e-162,975,free,2.5037314271310406e-54,975,52,4.7854871619177076e-27,1.5951623873059025e-27
8267,643,Solange Calderon,iOS,4.88562698116618e-27,643,premium,1.061755398399925e-53,643,52,0.0,1.6285423270553932e-27
3654,1013,Jeffery Campos,iOS,4.9508422120913095e-27,1013,premium,8.036302087994321e-93,1013,52,6.355346782267218e-294,1.6502807373637697e-27
3655,1013,Jeffery Campos,iOS,4.9508422120913095e-27,1013,premium,8.036302087994321e-93,1013,44,2.0051517075930506e-167,1.6502807373637697e-27
9948,1892,Molly Champion,iOS,0.0,1892,premium,5.0320532668598945e-27,1892,8,4.901007361258668e-226,1.677351088953298e-27
9947,1892,Molly Champion,iOS,0.0,1892,premium,5.0320532668598945e-27,1892,59,0.0,1.677351088953298e-27
9950,1892,Molly Champion,iOS,0.0,1892,premium,5.0320532668598945e-27,1892,23,1.1110750026493554e-233,1.677351088953298e-27
9949,1892,Molly Champion,iOS,0.0,1892,premium,5.0320532668598945e-27,1892,7,3.9473250663461444e-84,1.677351088953298e-27
9946,1892,Molly Champion,iOS,0.0,1892,premium,5.0320532668598945e-27,1892,22,3.815124366067831e-34,1.6773512161241104e-27
4189,625,Luetta Stern,iOS,1.26553666007276e-40,625,premium,7.993316684256544e-57,625,25,5.872825174645185e-27,1.957608391548437e-27
4169,625,Luetta Stern,Mac,2.07681791148605e-33,625,premium,7.993316684256544e-57,625,25,5.872825174645185e-27,1.9576090838210322e-27
6988,276,Antionette Larsen,Android,1.39713794302394e-28,276,free,7.445013819954943e-32,276,53,5.894079981266736e-27,2.0112894085691098e-27
5219,778,Nelson Peters,iOS,6.2763021663711104e-27,778,premium,3.589768237864406e-54,778,59,0.0,2.0921007221237036e-27
5216,778,Nelson Peters,iOS,6.2763021663711104e-27,778,premium,3.589768237864406e-54,778,3,7.437023921362147e-48,2.0921007221237036e-27
6958,1069,Dawn Barlow,Android,3.5078774677369893e-29,1069,free,2.3830766902496e-41,1069,53,6.3007622742820875e-27,2.1119470163198273e-27
7030,1897,Soraya Downey,Android,6.482010957532279e-27,1897,free,1.6705226819378796e-38,1897,29,4.296429347729462e-116,2.1606703191829948e-27
7027,1897,Soraya Downey,Android,6.482010957532279e-27,1897,free,1.6705226819378796e-38,1897,47,3.2099110528004883e-53,2.1606703191829948e-27
7033,1897,Soraya Downey,Android,6.482010957532279e-27,1897,free,1.6705226819378796e-38,1897,41,4.202077966101078e-58,2.1606703191829948e-27
7029,1897,Soraya Downey,Android,6.482010957532279e-27,1897,free,1.6705226819378796e-38,1897,48,1.4465102741324017e-133,2.1606703191829948e-27
7036,1897,Soraya Downey,Android,6.482010957532279e-27,1897,free,1.6705226819378796e-38,1897,53,1.0108641309192555e-31,2.1607040146540255e-27
7031,1897,Soraya Downey,Android,6.482010957532279e-27,1897,free,1.6705226819378796e-38,1897,40,2.8965329452847415e-29,2.1703254290006105e-27
6896,668,Creola Roberts,Android,8.48388455963369e-31,668,free,9.076325663356796e-47,668,41,8.502626149964474e-27,2.8344915128068126e-27
11195,1789,Tamesha Blanco,Browser,0.0,1789,free,0.0,1789,5,8.9089087054642e-27,2.969636235154733e-27
5256,129,Blanca Smart,Mac,1.0257399336638599e-26,129,premium,4.384025598105342e-58,129,59,0.0,3.419133112212866e-27
5257,129,Blanca Smart,Mac,1.0257399336638599e-26,129,premium,4.384025598105342e-58,129,8,6.701471874073803e-36,3.41913311444669e-27
376,2015,Evelyne Mcgrath,Windows,0.0,2015,premium,1.1082917117580087e-26,2015,52,0.0,3.694305705860029e-27
892,1626,Jarrod Mcmanus,Windows,1.9093510416297993e-92,1626,premium,4.323917951413496e-30,1626,8,1.1120936350799699e-26,3.708420089583704e-27
7049,448,Casey Adler,Android,1.1931066585945699e-26,448,premium,1.4481573098745975e-36,448,59,9.294919298673515e-101,3.977022195797952e-27
7048,448,Casey Adler,Android,1.1931066585945699e-26,448,premium,1.4481573098745975e-36,448,3,5.94476273990355e-39,3.977022195799934e-27
8287,83,Velvet Dodge,iOS,1.3048561101317e-26,83,premium,1.0157550460840916e-204,83,52,0.0,4.349520367105667e-27
